Timestamp,Soil_Moisture_Smart,Soil_Moisture_Dumb,Event_Log,Water_Event_Reason,Water_Used_L
2025-12-28 12:00:54,54.44,0,Routine Check,,
2025-12-28 12:00:55,53.57,0,Routine Check,,
2025-12-28 12:00:55,51.18,0,Routine Check,,
2025-12-28 12:00:56,46.96,0,Routine Check,,
2025-12-28 12:00:56,45.3,0,Routine Check,,
2025-12-28 12:00:57,40.31,0,Routine Check,,
2025-12-28 12:00:59,35.58,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:01:00,87.69,0,Routine Check,,
2025-12-28 12:01:00,87.15,0,Routine Check,,
2025-12-28 12:01:01,86.86,0,Routine Check,,
2025-12-28 12:01:01,84.24,0,Routine Check,,
2025-12-28 12:01:02,80.31,0,Routine Check,,
2025-12-28 12:01:02,76.32,0,Routine Check,,
2025-12-28 12:01:03,75.41,0,Routine Check,,
2025-12-28 12:01:03,74.51,0,Routine Check,,
2025-12-28 12:01:04,74.47,0,Routine Check,,
2025-12-28 12:01:04,72.79,0,Routine Check,,
2025-12-28 12:01:05,69.72,0,Routine Check,,
2025-12-28 12:01:05,65.55,0,Routine Check,,
2025-12-28 12:01:06,61.9,0,Routine Check,,
2025-12-28 12:01:06,61.83,0,Routine Check,,
2025-12-28 12:01:07,60.39,0,Routine Check,,
2025-12-28 12:01:07,56.65,0,Routine Check,,
2025-12-28 12:01:08,53.44,0,Routine Check,,
2025-12-28 12:01:08,52.73,0,Routine Check,,
2025-12-28 12:01:09,48.15,0,Routine Check,,
2025-12-28 12:01:09,45.35,0,Routine Check,,
2025-12-28 12:01:10,45.06,0,Routine Check,,
2025-12-28 12:01:10,42.82,0,Routine Check,,
2025-12-28 12:01:11,42.48,0,Routine Check,,
2025-12-28 12:01:13,39.16,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:01:14,88.44,0,Routine Check,,
2025-12-28 12:01:14,87.68,0,Routine Check,,
2025-12-28 12:01:15,85.95,0,Routine Check,,
2025-12-28 12:01:15,85.47,0,Routine Check,,
2025-12-28 12:01:16,80.74,0,Routine Check,,
2025-12-28 12:01:16,77.71,0,Routine Check,,
2025-12-28 12:01:17,76.33,0,Routine Check,,
2025-12-28 12:01:17,74.05,0,Routine Check,,
2025-12-28 12:01:18,72.85,0,Routine Check,,
2025-12-28 12:01:18,70.76,0,Routine Check,,
2025-12-28 12:01:21,68.57,0,WATER_DUMB_EVENT,48 hours passed on dumb,1.0
2025-12-28 12:01:21,65.52,86.88,Routine Check,,
2025-12-28 12:01:22,62.96,82.74,Routine Check,,
2025-12-28 12:01:22,62.04,81.46,Routine Check,,
2025-12-28 12:01:23,58.5,76.61,Routine Check,,
2025-12-28 12:01:23,56.41,75.64,Routine Check,,
2025-12-28 12:01:24,56.27,71.25,Routine Check,,
2025-12-28 12:01:24,51.99,66.39,Routine Check,,
2025-12-28 12:01:25,48.59,63.37,Routine Check,,
2025-12-28 12:01:25,44.8,58.76,Routine Check,,
2025-12-28 12:01:26,40.08,56.95,Routine Check,,
2025-12-28 12:01:28,37.74,54.7,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:01:29,85.43,50.38,Routine Check,,
2025-12-28 12:01:29,82.64,47.05,Routine Check,,
2025-12-28 12:01:30,78.43,44.66,Routine Check,,
2025-12-28 12:01:30,75.21,39.79,Routine Check,,
2025-12-28 12:01:31,70.56,38.0,Routine Check,,
2025-12-28 12:01:31,68.49,37.56,Routine Check,,
2025-12-28 12:01:32,66.59,37.31,Routine Check,,
2025-12-28 12:01:32,66.31,33.01,Routine Check,,
2025-12-28 12:01:33,61.96,32.43,Routine Check,,
2025-12-28 12:01:33,60.17,32.4,Routine Check,,
2025-12-28 12:01:34,60.15,30.9,Routine Check,,
2025-12-28 12:01:34,57.05,27.4,Routine Check,,
2025-12-28 12:01:35,53.67,27.35,Routine Check,,
2025-12-28 12:01:35,50.81,24.5,Routine Check,,
2025-12-28 12:01:36,48.78,19.81,Routine Check,,
2025-12-28 12:01:36,48.67,18.36,Routine Check,,
2025-12-28 12:01:37,45.2,15.45,Routine Check,,
2025-12-28 12:01:37,42.63,12.59,Routine Check,,
2025-12-28 12:01:38,40.27,7.71,Routine Check,,
2025-12-28 12:01:40,37.04,2.74,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:01:41,86.24,0,Routine Check,,
2025-12-28 12:01:41,85.66,0,Routine Check,,
2025-12-28 12:01:42,82.53,0,Routine Check,,
2025-12-28 12:01:42,81.83,0,Routine Check,,
2025-12-28 12:01:43,81.03,0,Routine Check,,
2025-12-28 12:01:43,78.34,0,Routine Check,,
2025-12-28 12:01:44,74.78,0,Routine Check,,
2025-12-28 12:01:44,71.88,0,Routine Check,,
2025-12-28 12:01:45,66.93,0,Routine Check,,
2025-12-28 12:01:45,63.96,0,Routine Check,,
2025-12-28 12:01:46,60.38,0,Routine Check,,
2025-12-28 12:01:46,58.62,0,Routine Check,,
2025-12-28 12:01:47,58.22,0,Routine Check,,
2025-12-28 12:01:47,53.45,0,Routine Check,,
2025-12-28 12:01:48,52.43,0,Routine Check,,
2025-12-28 12:01:48,48.02,0,Routine Check,,
2025-12-28 12:01:49,46.96,0,Routine Check,,
2025-12-28 12:01:49,43.98,0,Routine Check,,
2025-12-28 12:01:50,40.56,0,Routine Check,,
2025-12-28 12:01:52,39.63,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:01:53,86.83,0,Routine Check,,
2025-12-28 12:01:53,82.95,0,Routine Check,,
2025-12-28 12:01:54,81.26,0,Routine Check,,
2025-12-28 12:01:54,78.78,0,Routine Check,,
2025-12-28 12:01:55,75.89,0,Routine Check,,
2025-12-28 12:01:55,73.36,0,Routine Check,,
2025-12-28 12:01:56,71.05,0,Routine Check,,
2025-12-28 12:01:56,67.56,0,Routine Check,,
2025-12-28 12:01:57,63.74,0,Routine Check,,
2025-12-28 12:01:57,61.64,0,Routine Check,,
2025-12-28 12:01:58,57.25,0,Routine Check,,
2025-12-28 12:01:58,54.13,0,Routine Check,,
2025-12-28 12:01:59,50.08,0,Routine Check,,
2025-12-28 12:01:59,45.44,0,Routine Check,,
2025-12-28 12:02:00,45.22,0,Routine Check,,
2025-12-28 12:02:00,43.42,0,Routine Check,,
2025-12-28 12:02:01,42.4,0,Routine Check,,
2025-12-28 12:02:03,39.47,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:02:04,85.91,0,Routine Check,,
2025-12-28 12:02:04,82.57,0,Routine Check,,
2025-12-28 12:02:05,82.12,0,Routine Check,,
2025-12-28 12:02:05,77.61,0,Routine Check,,
2025-12-28 12:02:06,74.05,0,Routine Check,,
2025-12-28 12:02:06,70.56,0,Routine Check,,
2025-12-28 12:02:09,67.69,0,WATER_DUMB_EVENT,48 hours passed on dumb,1.0
2025-12-28 12:02:09,63.84,86.28,Routine Check,,
2025-12-28 12:02:10,63.28,83.57,Routine Check,,
2025-12-28 12:02:10,60.28,82.82,Routine Check,,
2025-12-28 12:02:11,59.2,81.47,Routine Check,,
2025-12-28 12:02:11,57.65,79.33,Routine Check,,
2025-12-28 12:02:12,55.99,79.05,Routine Check,,
2025-12-28 12:02:12,52.99,75.53,Routine Check,,
2025-12-28 12:02:13,49.14,72.24,Routine Check,,
2025-12-28 12:02:13,44.16,67.52,Routine Check,,
2025-12-28 12:02:14,40.57,65.78,Routine Check,,
2025-12-28 12:02:16,35.69,61.22,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:02:17,88.57,60.81,Routine Check,,
2025-12-28 12:02:17,87.2,59.71,Routine Check,,
2025-12-28 12:02:18,82.4,57.41,Routine Check,,
2025-12-28 12:02:18,82.13,54.7,Routine Check,,
2025-12-28 12:02:19,79.81,53.66,Routine Check,,
2025-12-28 12:02:19,77.38,50.01,Routine Check,,
2025-12-28 12:02:20,76.06,47.32,Routine Check,,
2025-12-28 12:02:20,71.08,44.92,Routine Check,,
2025-12-28 12:02:21,70.0,44.92,Routine Check,,
2025-12-28 12:02:21,68.12,44.6,Routine Check,,
2025-12-28 12:02:22,63.55,42.29,Routine Check,,
2025-12-28 12:02:22,59.1,41.3,Routine Check,,
2025-12-28 12:02:23,54.62,40.55,Routine Check,,
2025-12-28 12:02:23,51.04,40.26,Routine Check,,
2025-12-28 12:02:24,50.68,35.37,Routine Check,,
2025-12-28 12:02:24,45.93,31.76,Routine Check,,
2025-12-28 12:02:25,45.52,30.66,Routine Check,,
2025-12-28 12:02:25,44.33,28.05,Routine Check,,
2025-12-28 12:02:26,40.49,25.51,Routine Check,,
2025-12-28 12:02:28,38.94,22.29,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:02:29,88.56,21.0,Routine Check,,
2025-12-28 12:02:29,86.8,17.04,Routine Check,,
2025-12-28 12:02:30,82.04,15.83,Routine Check,,
2025-12-28 12:02:30,79.82,14.23,Routine Check,,
2025-12-28 12:02:31,77.64,12.32,Routine Check,,
2025-12-28 12:02:31,74.27,12.28,Routine Check,,
2025-12-28 12:02:32,72.95,12.04,Routine Check,,
2025-12-28 12:02:32,72.31,11.65,Routine Check,,
2025-12-28 12:02:33,71.65,7.17,Routine Check,,
2025-12-28 12:02:33,67.76,3.9,Routine Check,,
2025-12-28 12:02:34,65.58,0.21,Routine Check,,
2025-12-28 12:02:34,61.65,0.17,Routine Check,,
2025-12-28 12:02:35,58.5,0,Routine Check,,
2025-12-28 12:02:35,57.78,0,Routine Check,,
2025-12-28 12:02:36,57.3,0,Routine Check,,
2025-12-28 12:02:36,53.96,0,Routine Check,,
2025-12-28 12:02:37,49.13,0,Routine Check,,
2025-12-28 12:02:37,45.01,0,Routine Check,,
2025-12-28 12:02:38,42.72,0,Routine Check,,
2025-12-28 12:02:38,41.25,0,Routine Check,,
2025-12-28 12:02:41,38.97,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:02:41,87.43,0,Routine Check,,
2025-12-28 12:02:42,84.25,0,Routine Check,,
2025-12-28 12:02:42,82.68,0,Routine Check,,
2025-12-28 12:02:43,79.44,0,Routine Check,,
2025-12-28 12:02:43,75.25,0,Routine Check,,
2025-12-28 12:02:44,70.25,0,Routine Check,,
2025-12-28 12:02:44,67.11,0,Routine Check,,
2025-12-28 12:02:45,64.3,0,Routine Check,,
2025-12-28 12:02:45,61.4,0,Routine Check,,
2025-12-28 12:02:46,58.43,0,Routine Check,,
2025-12-28 12:02:46,56.49,0,Routine Check,,
2025-12-28 12:02:47,55.66,0,Routine Check,,
2025-12-28 12:02:47,55.64,0,Routine Check,,
2025-12-28 12:02:48,50.99,0,Routine Check,,
2025-12-28 12:02:48,46.42,0,Routine Check,,
2025-12-28 12:02:49,43.27,0,Routine Check,,
2025-12-28 12:02:51,39.64,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:02:52,86.5,0,Routine Check,,
2025-12-28 12:02:52,82.06,0,Routine Check,,
2025-12-28 12:02:53,78.05,0,Routine Check,,
2025-12-28 12:02:53,77.18,0,Routine Check,,
2025-12-28 12:02:54,73.52,0,Routine Check,,
2025-12-28 12:02:54,72.67,0,Routine Check,,
2025-12-28 12:02:57,68.64,0,WATER_DUMB_EVENT,48 hours passed on dumb,1.0
2025-12-28 12:02:57,64.21,86.55,Routine Check,,
2025-12-28 12:02:58,63.94,85.83,Routine Check,,
2025-12-28 12:02:58,60.61,80.92,Routine Check,,
2025-12-28 12:02:59,56.47,77.73,Routine Check,,
2025-12-28 12:02:59,56.04,74.61,Routine Check,,
2025-12-28 12:03:00,52.3,72.34,Routine Check,,
2025-12-28 12:03:00,50.07,71.12,Routine Check,,
2025-12-28 12:03:01,49.63,67.31,Routine Check,,
2025-12-28 12:03:01,48.27,67.0,Routine Check,,
2025-12-28 12:03:02,47.29,64.92,Routine Check,,
2025-12-28 12:03:02,46.05,63.7,Routine Check,,
2025-12-28 12:03:03,44.89,59.94,Routine Check,,
2025-12-28 12:03:03,42.23,56.02,Routine Check,,
2025-12-28 12:03:06,38.75,53.98,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:03:06,88.93,52.34,Routine Check,,
2025-12-28 12:03:07,88.7,52.29,Routine Check,,
2025-12-28 12:03:07,86.89,51.24,Routine Check,,
2025-12-28 12:03:08,83.41,48.6,Routine Check,,
2025-12-28 12:03:08,79.73,46.7,Routine Check,,
2025-12-28 12:03:09,76.72,44.36,Routine Check,,
2025-12-28 12:03:09,72.5,44.15,Routine Check,,
2025-12-28 12:03:10,67.63,39.92,Routine Check,,
2025-12-28 12:03:10,63.55,37.95,Routine Check,,
2025-12-28 12:03:11,60.57,37.6,Routine Check,,
2025-12-28 12:03:11,57.87,34.3,Routine Check,,
2025-12-28 12:03:12,56.81,33.31,Routine Check,,
2025-12-28 12:03:12,56.18,31.39,Routine Check,,
2025-12-28 12:03:13,54.45,28.22,Routine Check,,
2025-12-28 12:03:13,51.77,24.8,Routine Check,,
2025-12-28 12:03:14,49.79,21.42,Routine Check,,
2025-12-28 12:03:14,48.81,20.69,Routine Check,,
2025-12-28 12:03:15,48.31,15.86,Routine Check,,
2025-12-28 12:03:15,45.92,13.34,Routine Check,,
2025-12-28 12:03:16,42.63,11.36,Routine Check,,
2025-12-28 12:03:16,42.31,10.68,Routine Check,,
2025-12-28 12:03:19,38.77,6.52,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:03:19,88.88,1.59,Routine Check,,
2025-12-28 12:03:20,84.45,0,Routine Check,,
2025-12-28 12:03:20,81.36,0,Routine Check,,
2025-12-28 12:03:21,77.98,0,Routine Check,,
2025-12-28 12:03:21,73.42,0,Routine Check,,
2025-12-28 12:03:22,73.14,0,Routine Check,,
2025-12-28 12:03:22,68.96,0,Routine Check,,
2025-12-28 12:03:23,67.65,0,Routine Check,,
2025-12-28 12:03:23,63.42,0,Routine Check,,
2025-12-28 12:03:24,63.39,0,Routine Check,,
2025-12-28 12:03:24,59.11,0,Routine Check,,
2025-12-28 12:03:25,58.93,0,Routine Check,,
2025-12-28 12:03:25,56.38,0,Routine Check,,
2025-12-28 12:03:26,52.4,0,Routine Check,,
2025-12-28 12:03:26,51.37,0,Routine Check,,
2025-12-28 12:03:27,51.27,0,Routine Check,,
2025-12-28 12:03:27,50.99,0,Routine Check,,
2025-12-28 12:03:28,47.75,0,Routine Check,,
2025-12-28 12:03:28,44.03,0,Routine Check,,
2025-12-28 12:03:31,39.65,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:03:31,89.02,0,Routine Check,,
2025-12-28 12:03:32,88.17,0,Routine Check,,
2025-12-28 12:03:32,88.09,0,Routine Check,,
2025-12-28 12:03:33,84.56,0,Routine Check,,
2025-12-28 12:03:33,82.41,0,Routine Check,,
2025-12-28 12:03:34,81.67,0,Routine Check,,
2025-12-28 12:03:34,81.65,0,Routine Check,,
2025-12-28 12:03:35,77.8,0,Routine Check,,
2025-12-28 12:03:35,73.82,0,Routine Check,,
2025-12-28 12:03:36,71.21,0,Routine Check,,
2025-12-28 12:03:36,69.91,0,Routine Check,,
2025-12-28 12:03:37,67.24,0,Routine Check,,
2025-12-28 12:03:37,62.61,0,Routine Check,,
2025-12-28 12:03:38,59.67,0,Routine Check,,
2025-12-28 12:03:38,58.06,0,Routine Check,,
2025-12-28 12:03:39,54.55,0,Routine Check,,
2025-12-28 12:03:39,50.44,0,Routine Check,,
2025-12-28 12:03:40,49.53,0,Routine Check,,
2025-12-28 12:03:40,45.9,0,Routine Check,,
2025-12-28 12:03:41,44.27,0,Routine Check,,
2025-12-28 12:03:41,40.8,0,Routine Check,,
2025-12-28 12:03:46,38.31,0,WATER_SMART_EVENT; WATER_DUMB_EVENT,moisture too low on smart; 48 hours passed on dumb,1.0
2025-12-28 12:03:46,85.64,87.57,Routine Check,,
2025-12-28 12:03:47,83.49,87.52,Routine Check,,
2025-12-28 12:03:47,79.26,85.28,Routine Check,,
2025-12-28 12:03:48,74.99,81.93,Routine Check,,
2025-12-28 12:03:48,73.32,79.93,Routine Check,,
2025-12-28 12:03:49,72.77,76.97,Routine Check,,
2025-12-28 12:03:49,71.08,75.2,Routine Check,,
2025-12-28 12:03:50,69.1,74.11,Routine Check,,
2025-12-28 12:03:50,65.72,70.81,Routine Check,,
2025-12-28 12:03:51,62.9,67.54,Routine Check,,
2025-12-28 12:03:51,60.97,65.02,Routine Check,,
2025-12-28 12:03:52,56.4,60.42,Routine Check,,
2025-12-28 12:03:52,55.77,57.57,Routine Check,,
2025-12-28 12:03:53,51.5,56.76,Routine Check,,
2025-12-28 12:03:53,48.93,54.66,Routine Check,,
2025-12-28 12:03:54,45.61,51.66,Routine Check,,
2025-12-28 12:03:54,43.5,49.66,Routine Check,,
2025-12-28 12:03:55,41.73,47.76,Routine Check,,
2025-12-28 12:03:55,40.39,47.63,Routine Check,,
2025-12-28 12:03:56,40.22,43.52,Routine Check,,
2025-12-28 12:03:58,36.1,42.37,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:03:59,87.58,38.11,Routine Check,,
2025-12-28 12:03:59,84.32,37.19,Routine Check,,
2025-12-28 12:04:00,79.93,35.48,Routine Check,,
2025-12-28 12:04:00,76.88,34.41,Routine Check,,
2025-12-28 12:04:01,75.0,32.71,Routine Check,,
2025-12-28 12:04:01,72.07,28.16,Routine Check,,
2025-12-28 12:04:02,69.91,25.09,Routine Check,,
2025-12-28 12:04:02,67.06,23.48,Routine Check,,
2025-12-28 12:04:03,64.93,22.12,Routine Check,,
2025-12-28 12:04:03,63.81,17.77,Routine Check,,
2025-12-28 12:04:04,61.43,13.68,Routine Check,,
2025-12-28 12:04:04,56.93,12.22,Routine Check,,
2025-12-28 12:04:05,52.07,11.11,Routine Check,,
2025-12-28 12:04:05,50.4,10.7,Routine Check,,
2025-12-28 12:04:06,46.17,9.56,Routine Check,,
2025-12-28 12:04:06,42.65,7.98,Routine Check,,
2025-12-28 12:04:07,42.54,6.82,Routine Check,,
2025-12-28 12:04:07,40.81,4.23,Routine Check,,
2025-12-28 12:04:10,36.48,0.8,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:04:10,87.47,0,Routine Check,,
2025-12-28 12:04:11,87.23,0,Routine Check,,
2025-12-28 12:04:11,86.08,0,Routine Check,,
2025-12-28 12:04:12,81.46,0,Routine Check,,
2025-12-28 12:04:12,77.15,0,Routine Check,,
2025-12-28 12:04:13,73.04,0,Routine Check,,
2025-12-28 12:04:13,72.16,0,Routine Check,,
2025-12-28 12:04:14,69.15,0,Routine Check,,
2025-12-28 12:04:14,68.69,0,Routine Check,,
2025-12-28 12:04:15,66.23,0,Routine Check,,
2025-12-28 12:04:15,61.6,0,Routine Check,,
2025-12-28 12:04:16,59.26,0,Routine Check,,
2025-12-28 12:04:16,57.35,0,Routine Check,,
2025-12-28 12:04:17,56.56,0,Routine Check,,
2025-12-28 12:04:17,52.33,0,Routine Check,,
2025-12-28 12:04:18,48.08,0,Routine Check,,
2025-12-28 12:04:18,45.47,0,Routine Check,,
2025-12-28 12:04:19,42.23,0,Routine Check,,
2025-12-28 12:04:21,38.3,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:04:22,85.95,0,Routine Check,,
2025-12-28 12:04:22,82.61,0,Routine Check,,
2025-12-28 12:04:23,82.47,0,Routine Check,,
2025-12-28 12:04:23,80.17,0,Routine Check,,
2025-12-28 12:04:24,78.58,0,Routine Check,,
2025-12-28 12:04:24,77.79,0,Routine Check,,
2025-12-28 12:04:25,77.21,0,Routine Check,,
2025-12-28 12:04:25,74.11,0,Routine Check,,
2025-12-28 12:04:26,72.74,0,Routine Check,,
2025-12-28 12:04:26,72.71,0,Routine Check,,
2025-12-28 12:04:27,70.38,0,Routine Check,,
2025-12-28 12:04:27,69.57,0,Routine Check,,
2025-12-28 12:04:28,68.7,0,Routine Check,,
2025-12-28 12:04:28,65.08,0,Routine Check,,
2025-12-28 12:04:29,64.01,0,Routine Check,,
2025-12-28 12:04:29,62.86,0,Routine Check,,
2025-12-28 12:04:30,59.51,0,Routine Check,,
2025-12-28 12:04:30,55.42,0,Routine Check,,
2025-12-28 12:04:31,52.15,0,Routine Check,,
2025-12-28 12:04:31,50.27,0,Routine Check,,
2025-12-28 12:04:34,49.48,0,WATER_DUMB_EVENT,48 hours passed on dumb,1.0
2025-12-28 12:04:34,45.25,89.47,Routine Check,,
2025-12-28 12:04:35,43.83,88.27,Routine Check,,
2025-12-28 12:04:35,42.72,84.73,Routine Check,,
2025-12-28 12:04:38,38.1,79.99,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:04:38,85.34,79.96,Routine Check,,
2025-12-28 12:04:39,84.05,76.19,Routine Check,,
2025-12-28 12:04:39,82.79,72.38,Routine Check,,
2025-12-28 12:04:40,81.13,70.02,Routine Check,,
2025-12-28 12:04:40,77.39,69.9,Routine Check,,
2025-12-28 12:04:41,73.16,68.19,Routine Check,,
2025-12-28 12:04:41,68.44,63.23,Routine Check,,
2025-12-28 12:04:42,67.15,58.52,Routine Check,,
2025-12-28 12:04:42,64.87,54.0,Routine Check,,
2025-12-28 12:04:43,61.24,51.89,Routine Check,,
2025-12-28 12:04:43,58.65,50.83,Routine Check,,
2025-12-28 12:04:44,55.99,49.45,Routine Check,,
2025-12-28 12:04:44,53.44,46.7,Routine Check,,
2025-12-28 12:04:45,52.45,45.48,Routine Check,,
2025-12-28 12:04:45,51.41,42.84,Routine Check,,
2025-12-28 12:04:46,48.84,41.31,Routine Check,,
2025-12-28 12:04:46,45.25,36.63,Routine Check,,
2025-12-28 12:04:47,43.91,34.55,Routine Check,,
2025-12-28 12:04:47,40.23,30.04,Routine Check,,
2025-12-28 12:04:50,37.11,26.59,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:04:50,86.3,25.92,Routine Check,,
2025-12-28 12:04:51,83.43,22.58,Routine Check,,
2025-12-28 12:04:51,81.42,19.98,Routine Check,,
2025-12-28 12:04:52,79.29,15.59,Routine Check,,
2025-12-28 12:04:52,78.4,12.66,Routine Check,,
2025-12-28 12:04:53,77.69,7.99,Routine Check,,
2025-12-28 12:04:53,74.17,7.81,Routine Check,,
2025-12-28 12:04:54,72.77,6.64,Routine Check,,
2025-12-28 12:04:54,70.83,3.8,Routine Check,,
2025-12-28 12:04:55,67.97,3.34,Routine Check,,
2025-12-28 12:04:55,66.3,0,Routine Check,,
2025-12-28 12:04:56,63.2,0,Routine Check,,
2025-12-28 12:04:56,62.92,0,Routine Check,,
2025-12-28 12:04:57,58.26,0,Routine Check,,
2025-12-28 12:04:57,56.56,0,Routine Check,,
2025-12-28 12:04:58,53.93,0,Routine Check,,
2025-12-28 12:04:58,52.01,0,Routine Check,,
2025-12-28 12:04:59,49.06,0,Routine Check,,
2025-12-28 12:04:59,44.12,0,Routine Check,,
2025-12-28 12:05:00,43.67,0,Routine Check,,
2025-12-28 12:05:00,42.12,0,Routine Check,,
2025-12-28 12:05:01,41.49,0,Routine Check,,
2025-12-28 12:05:01,41.32,0,Routine Check,,
2025-12-28 12:05:02,41.22,0,Routine Check,,
2025-12-28 12:05:04,36.28,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:05:05,86.96,0,Routine Check,,
2025-12-28 12:05:05,84.2,0,Routine Check,,
2025-12-28 12:05:06,81.46,0,Routine Check,,
2025-12-28 12:05:06,78.44,0,Routine Check,,
2025-12-28 12:05:07,76.15,0,Routine Check,,
2025-12-28 12:05:07,71.25,0,Routine Check,,
2025-12-28 12:05:08,70.17,0,Routine Check,,
2025-12-28 12:05:08,68.69,0,Routine Check,,
2025-12-28 12:05:09,65.35,0,Routine Check,,
2025-12-28 12:05:09,63.94,0,Routine Check,,
2025-12-28 12:05:10,61.41,0,Routine Check,,
2025-12-28 12:05:10,58.34,0,Routine Check,,
2025-12-28 12:05:11,55.44,0,Routine Check,,
2025-12-28 12:05:11,53.89,0,Routine Check,,
2025-12-28 12:05:12,49.58,0,Routine Check,,
2025-12-28 12:05:12,46.54,0,Routine Check,,
2025-12-28 12:05:13,43.95,0,Routine Check,,
2025-12-28 12:05:13,41.27,0,Routine Check,,
2025-12-28 12:05:16,39.14,0,WATER_SMART_EVENT,moisture too low on smart,1.0
2025-12-28 12:05:16,85.98,0,Routine Check,,
2025-12-28 12:05:17,84.04,0,Routine Check,,
2025-12-28 12:05:17,82.2,0,Routine Check,,
2025-12-28 12:05:18,78.19,0,Routine Check,,
